Drug_ID,Drug_Name,Company,Region,Sale_Date,Approval_Date,Category,Units_Sold,Price_INR,Revenue_INR,Batch_Number,Manufacturing_Plant,Side_Effects_Reported,Clinical_Trial_Phase,Success_Rate,Regulatory_Status,Doctor_Prescriptions,Customer_Rating,Distribution_Channel,Country,Marketing_Spend_INR
1061,Ciprofloxacin,Aurobindo,Central,2025-02-14 04:00:00,2019-10-16,Gastrointestinal,938,31649.93,29687634.34,4915,Ahmedabad,13,Phase 3,67.01,Pending,53,1.1,Online,India,1938548.74
1062,Paracetamol,Zydus,SOUTH,2025-02-14 05:00:00,2022-06-17,Cardiovascular,41,15958.66,654305.0599999999,1423,Bangalore,36,Phase 1,97.96,Pending,43,3.9,Retail Pharmacy,India,4176706.64
1063,Ibuprofen,Zydus, North Region,2025-02-14 06:00:00,2016-04-13,Antidiabetic,679,3166.28,2149904.12,2297,Ahmedabad,43,Phase 3,52.77,Pending,54,3.4,Online,India,2881329.65
1064,Losartan,Cipla,south ,2025-02-14 07:00:00,2017-04-22,Antibiotic,607,33670.61,20438060.27,4492,Bangalore,10,Phase 2,72.27,Pending,92,1.1,Hospital,India,1604212.91
1065,Omeprazole,Sun Pharma, North Region,2025-02-14 08:00:00,2016-08-03,Vaccine,20,19701.12,394022.4,3944,Mumbai,12,Phase 4,82.07,Approved,85,2.1,Distributor,India,2741282.91
1066,Amlodipine,Biocon, North Region,2025-02-14 09:00:00,2019-05-13,Analgesic,848,20358.77,17264236.96,4677,Bangalore,20,Phase 1,91.89,Pending,37,1.7,Retail Pharmacy,India,2966121.76
1067,Omeprazole,Cadila,NORTH ,2025-02-14 10:00:00,2023-10-15,Antidiabetic,759,17000.93,12903705.87,4138,Mumbai,16,Phase 4,75.64,Approved,13,2.8,Distributor,India,2918076.77
1068,Metformin,Cipla, North Region,2025-02-14 11:00:00,2022-03-07,Vaccine,941,27481.44,25860035.04,3387,Hyderabad,28,Phase 1,77.48,Approved,38,3.8,Retail Pharmacy,India,4697078.99
1069,Ciprofloxacin,Biocon,EAST,2025-02-14 12:00:00,2020-11-30,Cardiovascular,410,29502.64,12096082.4,3830,Bangalore,43,Phase 1,71.53,Approved,43,4.9,Retail Pharmacy,India,2707091.2
1070,Ciprofloxacin,Torrent,SOUTH,2025-02-14 13:00:00,2019-11-10,Cardiovascular,66,38175.09,2519555.94,2508,Bangalore,0,Phase 3,81.91,Approved,56,3.1,Hospital,India,3015025.66
1071,Amoxicillin,Lupin,NORTH ,2025-02-14 14:00:00,2024-09-30,Antidiabetic,300,34427.51,10328253.0,2809,Ahmedabad,44,Phase 1,73.71,Rejected,74,4.2,Hospital,India,284621.22
1072,Metformin,Biocon,Central,2025-02-14 15:00:00,2024-07-18,Antidiabetic,422,29253.9,12345145.8,3907,Hyderabad,29,Phase 3,61.09,Rejected,16,1.3,Hospital,India,4198566.91
1073,Amoxicillin,Cadila,East Zone,2025-02-14 16:00:00,2018-07-20,Vaccine,84,33259.62,2793808.08,1427,Ahmedabad,37,Phase 2,85.07,Pending,86,4.1,Online,India,194547.32
1074,Omeprazole,Sun Pharma,west region,2025-02-14 17:00:00,2021-03-06,Antibiotic,372,17800.83,6621908.760000001,2030,Ahmedabad,47,Phase 1,86.33,Rejected,11,5.0,Online,India,1869965.47
1075,Losartan,Aurobindo,west region,2025-02-14 18:00:00,2022-07-31,Analgesic,988,38645.87,38182119.56,4653,Mumbai,46,Phase 4,82.93,Approved,11,2.4,Distributor,India,3581762.48
1076,Ibuprofen,Zydus,Central,2025-02-14 19:00:00,2018-09-14,Vaccine,47,39766.93,1869045.71,4824,Ahmedabad,10,Phase 2,97.25,Approved,79,2.1,Hospital,India,1981750.97
1077,Ibuprofen,Cadila,EAST,2025-02-14 20:00:00,2016-05-14,Cardiovascular,394,38938.97,15341954.18,4039,Bangalore,38,Phase 1,58.95,Pending,24,1.2,Online,India,3364476.45
1078,Ciprofloxacin,Zydus, east,2025-02-14 21:00:00,2017-03-02,Analgesic,23,2749.56,63239.88,2157,Mumbai,20,Phase 1,96.02,Rejected,86,3.3,Retail Pharmacy,India,1775906.18
1079,Atorvastatin,Sun Pharma,Central,2025-02-14 22:00:00,2015-02-06,Gastrointestinal,693,39787.57,27572786.01,1032,Mumbai,9,Phase 4,88.91,Approved,75,2.1,Distributor,India,4379890.58
1080,Metformin,Zydus,Central,2025-02-14 23:00:00,2023-09-01,Antibiotic,119,5478.81,651978.39,2622,Hyderabad,26,Phase 1,94.87,Rejected,19,3.3,Distributor,India,627106.47
1081,Azithromycin,Dr. Reddy's,Central,2025-02-15 00:00:00,2021-04-09,Antibiotic,303,36179.94,10962521.82,2795,Bangalore,34,Phase 4,53.09,Rejected,64,1.7,Online,India,429978.18
1082,Atorvastatin,Sun Pharma, east,2025-02-15 01:00:00,2021-10-26,Antidiabetic,544,30986.57,16856694.08,3352,Mumbai,42,Phase 3,92.11,Rejected,49,4.9,Distributor,India,2697918.73
1083,Ciprofloxacin,Glenmark,west region,2025-02-15 02:00:00,2016-08-31,Gastrointestinal,390,30478.56,11886638.4,2374,Bangalore,48,Phase 1,71.53,Rejected,44,2.5,Retail Pharmacy,India,4758375.7
1084,Metformin,Sun Pharma,Central,2025-02-15 03:00:00,2021-06-06,Analgesic,435,14706.62,6397379.7,3079,Ahmedabad,9,Phase 3,93.03,Approved,75,4.7,Hospital,India,4158514.88
1085,Ibuprofen,Aurobindo,west region,2025-02-15 04:00:00,2022-09-28,Gastrointestinal,687,27231.14,18707793.18,4056,Mumbai,21,Phase 4,77.65,Pending,13,1.8,Hospital,India,1756063.7
1086,Ciprofloxacin,Biocon,WEST,2025-02-15 05:00:00,2023-02-14,Vaccine,265,33380.03,8845707.95,1565,Pune,17,Phase 1,73.43,Pending,74,1.7,Online,India,2965450.48
1087,Azithromycin,Dr. Reddy's,EAST,2025-02-15 06:00:00,2018-01-05,Antidiabetic,63,22703.73,1430334.99,4304,Hyderabad,28,Phase 1,65.36,Approved,23,2.4,Retail Pharmacy,India,915919.77
1088,Ciprofloxacin,Zydus,Central,2025-02-15 07:00:00,2023-04-11,Cardiovascular,130,33770.46,4390159.8,4216,Ahmedabad,43,Phase 3,96.59,Pending,62,3.2,Distributor,India,3946118.13
1089,Amlodipine,Torrent,north,2025-02-15 08:00:00,2022-06-02,Cardiovascular,499,25136.2,12542963.8,2941,Pune,13,Phase 4,94.36,Approved,45,4.1,Hospital,India,4732448.69
1090,Losartan,Cipla,west region,2025-02-15 09:00:00,2017-05-21,Antibiotic,326,31825.15,10374998.9,2031,Bangalore,39,Phase 2,87.63,Approved,21,3.7,Online,India,4810166.81
1091,Atorvastatin,Lupin, North Region,2025-02-15 10:00:00,2015-07-22,Analgesic,667,39161.86,26120960.62,1170,Mumbai,20,Phase 1,64.76,Approved,37,3.0,Distributor,India,3946055.15
1092,Azithromycin,Biocon,south ,2025-02-15 11:00:00,2023-11-03,Analgesic,317,2712.32,859805.4400000001,4608,Mumbai,46,Phase 4,70.74,Pending,61,4.0,Retail Pharmacy,India,4385032.42
1093,Losartan,Torrent,WEST,2025-02-15 12:00:00,2021-03-09,Antidiabetic,714,27704.61,19781091.54,2325,Pune,48,Phase 4,81.47,Pending,82,1.1,Retail Pharmacy,India,4940175.31
1094,Amlodipine,Biocon,East Zone,2025-02-15 13:00:00,2019-04-15,Antibiotic,247,22194.51,5482043.97,3544,Hyderabad,29,Phase 2,76.14,Approved,15,1.4,Online,India,4429083.68
1095,,Biocon,NORTH ,2025-02-15 14:00:00,2016-02-10,Antidiabetic,132,3033.07,400365.2400000001,2417,Bangalore,38,Phase 1,88.68,Pending,78,4.4,Distributor,India,3793955.78
1096,Ciprofloxacin,Torrent,Central,2025-02-15 15:00:00,2022-05-01,Vaccine,908,12298.63,11167156.04,1983,Ahmedabad,22,Phase 3,78.72,Pending,82,1.9,Hospital,India,2770261.33
1097,Atorvastatin,Aurobindo,NORTH ,2025-02-15 16:00:00,2021-01-08,Cardiovascular,444,5625.89,2497895.16,1397,Bangalore,29,Phase 1,61.56,Approved,72,5.0,Distributor,India,235238.35
1098,Amoxicillin,Zydus, North Region,2025-02-15 17:00:00,2022-12-10,Cardiovascular,706,3137.86,2215329.16,1062,Bangalore,35,Phase 3,71.42,Rejected,47,1.3,Online,India,1537824.33
1099,Ciprofloxacin,Zydus,WEST,2025-02-15 18:00:00,2015-11-28,Gastrointestinal,342,20344.32,6957757.44,2911,Pune,11,Phase 2,81.37,Rejected,57,1.2,Retail Pharmacy,India,2879867.69
1100,Ibuprofen,Torrent,Central,2025-02-15 19:00:00,2021-11-27,Antibiotic,165,37345.16,6161951.4,4004,Pune,16,Phase 2,67.8,Rejected,78,4.5,Retail Pharmacy,India,990526.87
1101,Omeprazole,Cadila,souTh,2025-02-15 20:00:00,2022-11-25,Gastrointestinal,973,12531.09,12192750.57,4237,Hyderabad,3,Phase 2,82.65,Pending,68,2.8,Hospital,India,4742311.5
1102,Amlodipine,Dr. Reddy's,north,2025-02-15 21:00:00,2016-06-27,Antibiotic,651,36839.03,23982208.53,1206,Ahmedabad,41,Phase 4,61.54,Approved,21,2.2,Distributor,India,743001.12
1103,Ciprofloxacin,Aurobindo,west region,2025-02-15 22:00:00,2020-02-23,Cardiovascular,728,27277.14,19857757.92,4254,Mumbai,47,Phase 1,86.1,Approved,18,1.6,Distributor,India,3400652.42
1104,Metformin,Zydus,Central,2025-02-15 23:00:00,2019-01-04,Antibiotic,624,38517.95,24035200.8,1582,Bangalore,12,Phase 4,55.85,Approved,23,2.1,Distributor,India,4761585.54
1105,Metformin,Torrent,north,2025-02-16 00:00:00,2024-11-27,Antidiabetic,135,12792.58,1726998.3,2839,Mumbai,30,Phase 3,53.99,Rejected,55,3.2,Distributor,India,2401090.42
1106,Ibuprofen,Glenmark,Central,2025-02-16 01:00:00,2017-06-13,Antidiabetic,439,6664.7,2925803.3,3570,Pune,37,Phase 4,58.61,Approved,76,3.6,Online,India,702324.23
1107,Amlodipine,Sun Pharma,souTh,2025-02-16 02:00:00,2019-11-30,Vaccine,69,26437.99,1824221.31,3141,Mumbai,43,Phase 3,91.91,Rejected,57,4.6,Distributor,India,3369174.67
1108,Omeprazole,Dr. Reddy's,EAST,2025-02-16 03:00:00,2021-01-25,Gastrointestinal,86,21607.78,1858269.08,1025,Mumbai,4,Phase 4,60.2,Pending,17,1.0,Online,India,4884946.53
1109,Metformin,Cadila,west region,2025-02-16 04:00:00,2015-04-24,Gastrointestinal,793,19021.36,15083938.48,1630,Hyderabad,16,Phase 4,71.66,Approved,62,3.2,Hospital,India,4314079.2
1110,Omeprazole,Glenmark,NORTH ,2025-02-16 05:00:00,2018-05-20,Cardiovascular,714,12236.0,8736504.0,4534,Ahmedabad,29,Phase 2,63.83,Rejected,95,2.6,Hospital,India,605992.7
1111,Omeprazole,Dr. Reddy's,Central,2025-02-16 06:00:00,2018-04-27,Gastrointestinal,284,25479.97,7236311.48,2032,Pune,36,Phase 1,71.45,Rejected,99,4.7,Retail Pharmacy,India,108360.26
1112,Omeprazole,Glenmark,Central,2025-02-16 07:00:00,2021-03-06,Antidiabetic,283,25406.86,7190141.38,3558,Ahmedabad,47,Phase 4,76.71,Rejected,95,1.4,Hospital,India,116329.6
1113,Omeprazole,Lupin,East Zone,2025-02-16 08:00:00,2020-07-04,Antibiotic,558,17648.01,9847589.579999998,1110,Mumbai,12,Phase 4,87.99,Rejected,24,4.4,Hospital,India,4557763.92
1114,Omeprazole,Aurobindo,north,2025-02-16 09:00:00,2015-07-13,Antibiotic,288,9709.45,2796321.6,4511,Ahmedabad,26,Phase 2,86.51,Pending,92,3.9,Online,India,2164580.02
1115,Omeprazole,Cipla, east,2025-02-16 10:00:00,2021-12-22,Antidiabetic,307,8108.11,2489189.77,3627,Mumbai,11,Phase 1,63.83,Pending,45,2.0,Retail Pharmacy,India,476531.63
1116,Atorvastatin,Dr. Reddy's,Central,2025-02-16 11:00:00,2015-01-25,Antidiabetic,682,33189.37,22635150.340000004,4172,Pune,8,Phase 4,72.77,Pending,13,4.2,Online,India,3405622.13
1117,Ciprofloxacin,Sun Pharma,west region,2025-02-16 12:00:00,2019-07-17,Cardiovascular,692,9453.77,6542008.84,1115,Pune,12,Phase 4,74.55,Approved,53,4.0,Distributor,India,1675494.34
1118,Losartan,Glenmark,souTh,2025-02-16 13:00:00,2020-11-15,Cardiovascular,714,16071.36,11474951.04,3930,Pune,43,Phase 3,75.18,Rejected,34,2.6,Retail Pharmacy,India,837628.76
1119,Losartan,Dr. Reddy's,south ,2025-02-16 14:00:00,2017-05-01,Cardiovascular,899,19250.6,17306289.4,4079,Mumbai,0,Phase 3,64.44,Rejected,47,4.6,Retail Pharmacy,India,1067042.5
1120,Ibuprofen,Torrent,EAST,2025-02-16 15:00:00,2023-09-17,Cardiovascular,392,29620.57,11611263.44,2178,Ahmedabad,18,Phase 2,73.02,Pending,97,3.0,Retail Pharmacy,India,1007709.37
1121,Paracetamol,Biocon,north,2025-02-16 16:00:00,2023-06-01,Cardiovascular,823,14327.97,11791919.31,3315,Bangalore,37,Phase 4,88.1,Rejected,80,2.0,Distributor,India,4702442.8
1122,Ciprofloxacin,Sun Pharma, east,2025-02-16 17:00:00,2020-06-13,Vaccine,118,26598.53,3138626.54,1857,Mumbai,49,Phase 1,98.41,Pending,28,1.6,Hospital,India,4378644.1
1123,Ibuprofen,Zydus,East Zone,2025-02-16 18:00:00,2020-06-25,Cardiovascular,37,11375.09,420878.33,1659,Hyderabad,7,Phase 3,74.72,Pending,40,1.4,Online,India,2437302.0
1124,Paracetamol,Torrent,south ,2025-02-16 19:00:00,2022-08-14,Antidiabetic,298,13303.34,3964395.32,2496,Ahmedabad,14,Phase 3,76.15,Approved,75,2.6,Retail Pharmacy,India,1914185.0
1125,Amoxicillin,Cipla,SOUTH,2025-02-16 20:00:00,2021-12-01,Analgesic,36,34317.32,1235423.52,1758,Mumbai,47,Phase 4,60.85,Approved,10,3.7,Hospital,India,471041.54
1126,Ciprofloxacin,Torrent,west region,2025-02-16 21:00:00,2023-07-06,Analgesic,253,31833.31,8053827.430000001,3059,Pune,41,Phase 4,68.87,Pending,44,3.8,Hospital,India,3447093.21
1127,Amlodipine,Aurobindo, east,2025-02-16 22:00:00,2020-02-14,Cardiovascular,192,17481.92,3356528.64,4707,Hyderabad,39,Phase 3,95.64,Rejected,97,4.6,Online,India,1811396.22
1128,Paracetamol,Sun Pharma,north,2025-02-16 23:00:00,2021-11-26,Antidiabetic,615,39108.34,24051629.1,2890,Pune,39,Phase 3,89.47,Rejected,94,2.3,Hospital,India,4919235.3
1129,Omeprazole,Zydus, east,2025-02-17 00:00:00,2016-04-04,Antidiabetic,108,9851.28,1063938.24,2641,Hyderabad,25,Phase 2,94.18,Pending,71,1.1,Online,India,2294021.06
1130,Losartan,Cadila,SOUTH,2025-02-17 01:00:00,2024-08-29,Antidiabetic,505,21419.35,10816771.75,2321,Pune,37,Phase 1,92.86,Pending,27,3.2,Distributor,India,1915339.66
1131,Amoxicillin,Dr. Reddy's,souTh,2025-02-17 02:00:00,2016-06-12,Cardiovascular,282,12974.63,3658845.66,1661,Pune,22,Phase 1,56.35,Approved,65,2.3,Online,India,1446328.91
1132,,Lupin,East Zone,2025-02-17 03:00:00,2017-11-01,Gastrointestinal,446,2589.91,1155099.86,2890,Hyderabad,18,Phase 1,53.78,Pending,71,1.5,Retail Pharmacy,India,368084.82
1133,Amoxicillin,Glenmark,west region,2025-02-17 04:00:00,2024-06-07,Gastrointestinal,934,5259.96,4912802.64,2928,Ahmedabad,49,Phase 4,89.5,Rejected,70,2.5,Hospital,India,4987158.2
1134,Metformin,Dr. Reddy's, North Region,2025-02-17 05:00:00,2017-12-08,Vaccine,932,35678.15,33252035.8,1389,Pune,1,Phase 2,51.45,Rejected,24,2.1,Online,India,2483974.0
1135,Omeprazole,Aurobindo,WEST,2025-02-17 06:00:00,2017-01-24,Vaccine,633,4110.77,2602117.41,1151,Hyderabad,8,Phase 2,75.08,Approved,35,3.9,Distributor,India,3581232.62
1136,Ibuprofen,Sun Pharma,NORTH ,2025-02-17 07:00:00,2020-06-08,Antibiotic,361,13419.78,4844540.58,4371,Bangalore,8,Phase 4,63.79,Approved,71,3.9,Retail Pharmacy,India,95905.57
1137,Amoxicillin,Dr. Reddy's,EAST,2025-02-17 08:00:00,2021-09-28,Gastrointestinal,322,38204.28,12301778.16,1690,Mumbai,28,Phase 2,76.08,Pending,92,1.4,Hospital,India,815496.56
1138,Amoxicillin,Dr. Reddy's,NORTH ,2025-02-17 09:00:00,2016-05-25,Vaccine,884,17309.78,15301845.52,3612,Mumbai,41,Phase 1,86.11,Pending,54,1.4,Online,India,4335739.26
1139,Amlodipine,Glenmark,north,2025-02-17 10:00:00,2021-03-03,Antibiotic,575,25938.08,14914396.000000002,2278,Ahmedabad,0,Phase 2,74.86,Pending,40,2.3,Hospital,India,2996712.58
1140,Ibuprofen,Cipla,Central,2025-02-17 11:00:00,2021-02-28,Cardiovascular,766,35220.38,26978811.08,1459,Pune,4,Phase 3,78.03,Approved,97,3.6,Hospital,India,4338952.68
1141,Losartan,Aurobindo, North Region,2025-02-17 12:00:00,2016-07-02,Vaccine,710,34292.57,24347724.7,1131,Pune,12,Phase 4,80.77,Pending,45,4.1,Hospital,India,2102971.37
1142,Metformin,Biocon,west region,2025-02-17 13:00:00,2023-08-11,Analgesic,654,32547.2,21285868.8,4168,Pune,37,Phase 2,93.91,Pending,54,4.1,Retail Pharmacy,India,2504122.73
1143,Ibuprofen,Sun Pharma,west region,2025-02-17 14:00:00,2016-01-29,Cardiovascular,715,22483.53,16075723.95,3919,Hyderabad,45,Phase 3,70.46,Rejected,21,3.8,Distributor,India,3284416.28
1144,Metformin,Glenmark, east,2025-02-17 15:00:00,2022-06-15,Vaccine,149,18718.74,2789092.26,3763,Hyderabad,1,Phase 2,76.01,Approved,19,4.7,Online,India,283555.23
1145,Metformin,Biocon,Central,2025-02-17 16:00:00,2019-09-03,Antibiotic,514,10719.33,5509735.62,1260,Mumbai,30,Phase 3,91.36,Rejected,40,4.7,Hospital,India,897727.47
1146,Metformin,Biocon,East Zone,2025-02-17 17:00:00,2020-04-30,Antibiotic,374,23282.56,8707677.440000001,2748,Ahmedabad,45,Phase 3,79.94,Rejected,54,2.8,Distributor,India,4864552.94
1147,Metformin,Sun Pharma,south ,2025-02-17 18:00:00,2024-02-11,Cardiovascular,444,6314.3,2803549.2,1865,Mumbai,36,Phase 2,68.17,Pending,79,4.0,Online,India,4659191.66
1148,Paracetamol,Biocon, east,2025-02-17 19:00:00,2016-07-13,Analgesic,880,10896.39,9588823.2,2831,Pune,35,Phase 2,85.19,Rejected,10,4.4,Retail Pharmacy,India,3989172.4
1149,Paracetamol,Biocon,West ,2025-02-17 20:00:00,2020-08-28,Vaccine,92,9180.76,844629.92,3763,Pune,7,Phase 1,82.74,Rejected,89,1.3,Hospital,India,4578661.69
1150,Losartan,Aurobindo,West ,2025-02-17 21:00:00,2021-12-19,Antidiabetic,486,25491.11,12388679.46,2181,Hyderabad,27,Phase 4,53.5,Pending,29,3.9,Online,India,2826845.31
1151,Metformin,Lupin,WEST,2025-02-17 22:00:00,2021-07-08,Vaccine,626,38733.06,24246895.56,4539,Ahmedabad,1,Phase 2,65.02,Pending,83,2.5,Online,India,254657.93
1152,Losartan,Dr. Reddy's,west region,2025-02-17 23:00:00,2022-07-01,Gastrointestinal,269,35905.59,9658603.71,2360,Mumbai,20,Phase 2,69.39,Approved,86,3.0,Hospital,India,2657583.36
1153,Ciprofloxacin,Dr. Reddy's,west region,2025-02-18 00:00:00,2023-03-08,Antibiotic,919,6151.19,5652943.609999999,1448,Bangalore,1,Phase 1,68.48,Rejected,80,3.7,Online,India,3420181.3
1154,Azithromycin,Sun Pharma,SOUTH,2025-02-18 01:00:00,2024-08-05,Antidiabetic,685,10218.79,6999871.15,3912,Mumbai,12,Phase 2,81.05,Rejected,66,4.7,Retail Pharmacy,India,1452994.99
1155,Omeprazole,Cadila,souTh,2025-02-18 02:00:00,2016-10-09,Gastrointestinal,78,31239.24,2436660.72,1031,Pune,27,Phase 4,69.58,Approved,22,1.2,Retail Pharmacy,India,3500908.92
1156,Amoxicillin,Cadila,East Zone,2025-02-18 03:00:00,2018-03-27,Antidiabetic,384,3554.25,1364832.0,4063,Ahmedabad,44,Phase 2,59.13,Approved,48,3.5,Retail Pharmacy,India,3718907.39
1157,Metformin,Lupin,west region,2025-02-18 04:00:00,2018-01-13,Analgesic,789,4705.07,3712300.23,1863,Ahmedabad,15,Phase 1,50.33,Pending,77,4.5,Hospital,India,2317834.34
1158,Losartan,Torrent, North Region,2025-02-18 05:00:00,2023-07-23,Cardiovascular,302,39982.14,12074606.28,3456,Bangalore,37,Phase 4,79.32,Pending,32,2.7,Hospital,India,3811789.98
1159,Omeprazole,Torrent,south ,2025-02-18 06:00:00,2019-10-05,Antibiotic,133,28719.35,3819673.55,4591,Ahmedabad,6,Phase 4,60.13,Rejected,59,4.1,Hospital,India,3912339.28
1160,Paracetamol,Cipla,East Zone,2025-02-18 07:00:00,2024-02-06,Antibiotic,815,34590.65,28191379.75,4172,Ahmedabad,2,Phase 3,60.65,Pending,79,4.8,Online,India,2260962.93
1161,Azithromycin,Torrent,EAST,2025-02-18 08:00:00,2022-08-13,Gastrointestinal,816,1861.57,1519041.12,3548,Ahmedabad,8,Phase 3,92.22,Pending,54,2.4,Hospital,India,3110416.81
1162,Ciprofloxacin,Glenmark,Central,2025-02-18 09:00:00,2018-12-28,Antibiotic,162,25059.75,4059679.5,1759,Hyderabad,16,Phase 4,99.84,Approved,23,2.5,Online,India,1699108.84
1163,Atorvastatin,Torrent,Central,2025-02-18 10:00:00,2018-04-12,Cardiovascular,975,39734.76,38741391.0,2180,Pune,47,Phase 1,83.61,Approved,67,1.3,Distributor,India,525247.07
1164,Metformin,Lupin,NORTH ,2025-02-18 11:00:00,2016-10-30,Vaccine,184,20176.22,3712424.48,2001,Bangalore,7,Phase 1,80.61,Approved,66,2.6,Hospital,India,906410.86
1165,Metformin,Dr. Reddy's, east,2025-02-18 12:00:00,2024-03-09,Analgesic,554,10769.05,5966053.699999999,2396,Ahmedabad,5,Phase 1,84.94,Rejected,53,1.0,Retail Pharmacy,India,337810.21
1166,Paracetamol,Sun Pharma,Central,2025-02-18 13:00:00,2015-04-27,Antibiotic,156,12167.47,1898125.32,4610,Pune,20,Phase 1,82.16,Approved,77,2.7,Online,India,3751266.93
1167,Atorvastatin,Sun Pharma,west region,2025-02-18 14:00:00,2022-07-20,Gastrointestinal,339,10114.15,3428696.85,3029,Mumbai,10,Phase 2,59.32,Rejected,13,4.6,Online,India,1784661.12
1168,Ibuprofen,Aurobindo,NORTH ,2025-02-18 15:00:00,2019-04-29,Antidiabetic,127,39716.01,5043933.2700000005,4508,Mumbai,48,Phase 3,68.24,Pending,27,4.5,Online,India,2048165.46
1169,Losartan,Cipla,south ,2025-02-18 16:00:00,2024-07-09,Analgesic,519,14672.85,7615209.15,3503,Ahmedabad,9,Phase 2,52.75,Pending,61,2.2,Online,India,1671300.76
1170,Amlodipine,Lupin, North Region,2025-02-18 17:00:00,2018-01-13,Gastrointestinal,687,18575.83,12761595.21,1259,Ahmedabad,48,Phase 3,74.04,Pending,35,3.2,Retail Pharmacy,India,1431552.91
1171,Azithromycin,Cipla,Central,2025-02-18 18:00:00,2016-11-08,Cardiovascular,664,30946.41,20548416.24,4370,Pune,24,Phase 1,62.74,Pending,69,3.1,Online,India,3508267.82
1172,Amoxicillin,Lupin,west region,2025-02-18 19:00:00,2015-03-19,Analgesic,912,9542.98,8703197.76,1036,Hyderabad,45,Phase 2,83.48,Pending,98,4.0,Hospital,India,2667360.49
1173,Losartan,Glenmark,west region,2025-02-18 20:00:00,2015-02-20,Cardiovascular,342,1898.85,649406.7,3865,Pune,11,Phase 3,83.32,Approved,55,4.1,Distributor,India,3859425.45
1174,Omeprazole,Torrent,East Zone,2025-02-18 21:00:00,2022-11-10,Antidiabetic,248,33457.43,8297442.64,3348,Pune,1,Phase 2,75.91,Pending,71,1.4,Distributor,India,464006.29
1175,Amoxicillin,Cadila,north,2025-02-18 22:00:00,2015-01-10,Antibiotic,905,33247.02,30088553.1,4550,Hyderabad,11,Phase 1,61.5,Rejected,90,4.3,Online,India,1977521.91
1176,Paracetamol,Zydus,Central,2025-02-18 23:00:00,2016-02-27,Vaccine,614,18564.26,11398455.64,1624,Mumbai,10,Phase 3,90.2,Approved,79,2.3,Online,India,3955408.48
1177,Metformin,Dr. Reddy's,NORTH ,2025-02-19 00:00:00,2021-12-30,Antibiotic,518,23930.12,12395802.16,2225,Hyderabad,23,Phase 3,71.47,Rejected,94,3.3,Online,India,2172633.83
1178,Paracetamol,Dr. Reddy's,souTh,2025-02-19 01:00:00,2017-04-06,Cardiovascular,76,29312.54,2227753.04,3194,Bangalore,47,Phase 4,79.81,Pending,16,3.7,Distributor,India,1667650.15
1179,,Lupin,SOUTH,2025-02-19 02:00:00,2019-08-20,Cardiovascular,796,21243.58,16909889.68,1601,Pune,30,Phase 4,55.41,Approved,50,2.6,Retail Pharmacy,India,999526.64
1180,Omeprazole,Glenmark,East Zone,2025-02-19 03:00:00,2019-05-24,Analgesic,934,33741.72,31514766.48,2171,Pune,40,Phase 2,71.21,Pending,32,4.2,Distributor,India,2287083.26
1181,Ibuprofen,Dr. Reddy's,west region,2025-02-19 04:00:00,2021-04-22,Antidiabetic,232,17220.72,3995207.04,2473,Pune,26,Phase 3,74.58,Rejected,82,1.8,Online,India,2002074.77
1182,Losartan,Torrent,WEST,2025-02-19 05:00:00,2018-07-13,Antibiotic,904,2659.15,2403871.6,1179,Ahmedabad,3,Phase 2,99.46,Rejected,39,3.0,Online,India,594707.95
1183,Losartan,Dr. Reddy's, east,2025-02-19 06:00:00,2020-11-25,Antibiotic,260,15769.18,4099986.8,1359,Pune,6,Phase 4,56.44,Pending,31,4.0,Online,India,113832.87
1184,Amoxicillin,Torrent,souTh,2025-02-19 07:00:00,2021-10-25,Antibiotic,472,38471.61,18158599.92,4955,Ahmedabad,21,Phase 3,68.97,Approved,45,1.0,Online,India,3510468.51
1185,Atorvastatin,Zydus,West ,2025-02-19 08:00:00,2017-06-25,Vaccine,641,30311.7,19429799.7,2132,Hyderabad,48,Phase 3,90.47,Pending,92,2.4,Distributor,India,4631802.4
1186,Amlodipine,Torrent,souTh,2025-02-19 09:00:00,2017-05-07,Antibiotic,159,29853.99,4746784.41,4723,Mumbai,40,Phase 1,61.69,Pending,46,1.9,Hospital,India,646101.93
1187,Paracetamol,Biocon,SOUTH,2025-02-19 10:00:00,2020-06-02,Antibiotic,65,31557.78,2051255.7,4331,Pune,28,Phase 2,99.9,Approved,86,2.4,Online,India,3297847.99
1188,Metformin,Lupin,West ,2025-02-19 11:00:00,2018-10-11,Antidiabetic,839,39246.51,32927821.89,2835,Pune,17,Phase 2,69.49,Approved,96,1.4,Distributor,India,4726978.84
1189,Paracetamol,Cipla,west region,2025-02-19 12:00:00,2018-09-03,Analgesic,777,20159.99,15664312.23,4061,Mumbai,31,Phase 2,87.47,Pending,84,2.8,Distributor,India,2070853.5
1190,Paracetamol,Sun Pharma, North Region,2025-02-19 13:00:00,2023-07-15,Vaccine,437,14011.03,6122820.11,1320,Hyderabad,48,Phase 2,79.71,Approved,73,4.6,Hospital,India,1006568.86
1191,Amoxicillin,Dr. Reddy's,West ,2025-02-19 14:00:00,2023-06-25,Vaccine,382,7791.57,2976379.74,4753,Bangalore,20,Phase 1,54.73,Rejected,13,2.2,Hospital,India,294801.41
